epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1309.59,1.32504,0.75617,0.00836,0.6482,0.67756,0.67445,0.34829,1.90664,1.19456,0.02323,0.000197992,0.000197992,0.000197992
75,1326.06,1.31466,0.74966,0.00849,0.67067,0.64486,0.66728,0.35703,1.91873,1.21202,0.02369,0.000190924,0.000190924,0.000190924
76,1342.54,1.29878,0.7432,0.00826,0.76845,0.68435,0.69606,0.35771,1.93856,1.15014,0.02418,0.000183855,0.000183855,0.000183855
77,1359.08,1.30642,0.74641,0.00843,0.74433,0.65541,0.67736,0.35827,1.90449,1.1396,0.02322,0.000176786,0.000176786,0.000176786
78,1375.65,1.29205,0.71295,0.00822,0.67699,0.68933,0.67915,0.35213,1.9165,1.19723,0.02334,0.000169718,0.000169718,0.000169718
79,1392.21,1.31635,0.75724,0.00822,0.67678,0.67559,0.6761,0.35824,1.90276,1.15662,0.02335,0.000162649,0.000162649,0.000162649
80,1408.73,1.30844,0.74273,0.00811,0.65735,0.67204,0.65269,0.35084,1.91447,1.13315,0.02306,0.000155581,0.000155581,0.000155581
81,1425.13,1.27797,0.7182,0.00803,0.69091,0.6641,0.6725,0.36252,1.89088,1.16262,0.02284,0.000148512,0.000148512,0.000148512
82,1441.84,1.2647,0.72092,0.00812,0.68605,0.6849,0.67389,0.36154,1.90388,1.08884,0.02269,0.000141443,0.000141443,0.000141443
83,1458.42,1.28972,0.72513,0.00814,0.76066,0.6549,0.66313,0.35814,1.89753,1.16771,0.02304,0.000134375,0.000134375,0.000134375
84,1474.86,1.24414,0.68262,0.00808,0.69903,0.67592,0.68875,0.35435,1.92935,1.1408,0.02356,0.000127306,0.000127306,0.000127306
85,1491.33,1.29166,0.72021,0.00805,0.71497,0.66388,0.66544,0.35374,1.9435,1.13611,0.02348,0.000120238,0.000120238,0.000120238
86,1507.64,1.25336,0.68898,0.00814,0.70509,0.66625,0.66504,0.35314,1.93023,1.17971,0.02339,0.000113169,0.000113169,0.000113169
87,1523.98,1.24544,0.70824,0.00798,0.68007,0.68526,0.69056,0.36178,1.9239,1.07892,0.02303,0.0001061,0.0001061,0.0001061
88,1540.27,1.28465,0.71885,0.00798,0.75507,0.68143,0.68965,0.35615,1.94526,1.14194,0.02361,9.90318e-05,9.90318e-05,9.90318e-05
89,1556.68,1.25581,0.72222,0.00793,0.6974,0.67945,0.67916,0.35752,1.91279,1.11981,0.0228,9.19632e-05,9.19632e-05,9.19632e-05
90,1573,1.25358,0.69219,0.00785,0.72206,0.66333,0.68372,0.35799,1.92218,1.1268,0.02315,8.48946e-05,8.48946e-05,8.48946e-05
91,1606.1,1.34676,0.71037,0.01115,0.66734,0.68673,0.68126,0.35161,1.93459,1.15734,0.02346,7.7826e-05,7.7826e-05,7.7826e-05
92,1622.16,1.2598,0.61103,0.00972,0.69489,0.64134,0.6667,0.34832,1.94577,1.19927,0.02399,7.07574e-05,7.07574e-05,7.07574e-05
93,1638.05,1.22388,0.59624,0.00916,0.72537,0.66174,0.68147,0.35039,1.93862,1.22252,0.02384,6.36888e-05,6.36888e-05,6.36888e-05
94,1654.09,1.19831,0.57798,0.00894,0.70982,0.67759,0.68937,0.34876,1.96252,1.15023,0.02422,5.66202e-05,5.66202e-05,5.66202e-05
95,1670.09,1.20179,0.59446,0.00908,0.70584,0.67331,0.68327,0.34757,1.93417,1.15306,0.0236,4.95516e-05,4.95516e-05,4.95516e-05
96,1686.29,1.18613,0.58447,0.00888,0.71288,0.67686,0.68579,0.35351,1.93936,1.13754,0.02378,4.2483e-05,4.2483e-05,4.2483e-05
97,1701.84,1.16498,0.5603,0.00864,0.69019,0.66436,0.69389,0.35804,1.94116,1.15127,0.02365,3.54144e-05,3.54144e-05,3.54144e-05
98,1717.3,1.16847,0.56316,0.00862,0.64346,0.70683,0.68951,0.3513,1.92843,1.18386,0.02339,2.83458e-05,2.83458e-05,2.83458e-05
99,1734,1.15704,0.53711,0.00844,0.64051,0.71,0.68871,0.35418,1.9359,1.14435,0.02374,2.12772e-05,2.12772e-05,2.12772e-05
100,1750,1.17765,0.58318,0.00874,0.633,0.72666,0.68579,0.35168,1.92523,1.15707,0.0234,1.42086e-05,1.42086e-05,1.42086e-05
