epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1085.34,1.48335,0.94149,0.00981,0.63978,0.67715,0.71887,0.37728,1.79285,1.24892,0.02188,0.000473668,0.000473668,0.000473668
70,1100.45,1.46186,0.93252,0.01036,0.72066,0.67884,0.72396,0.3608,1.90578,1.19487,0.02405,0.000470133,0.000470133,0.000470133
71,1115.43,1.47052,0.92959,0.0099,0.73937,0.66017,0.72706,0.37499,1.8621,1.21233,0.02269,0.000466599,0.000466599,0.000466599
72,1130.37,1.46375,0.92253,0.00984,0.71904,0.64445,0.72016,0.3767,1.88781,1.16385,0.02339,0.000463065,0.000463065,0.000463065
73,1145.41,1.47276,0.95326,0.01006,0.73589,0.62902,0.69095,0.3561,1.9079,1.23072,0.02338,0.00045953,0.00045953,0.00045953
74,1160.6,1.46946,0.94814,0.00986,0.67846,0.61691,0.71003,0.36653,1.91303,1.24693,0.02389,0.000455996,0.000455996,0.000455996
75,1175.91,1.45874,0.93213,0.0099,0.62901,0.71008,0.72974,0.37124,1.93645,1.10582,0.02357,0.000452462,0.000452462,0.000452462
76,1191.12,1.44384,0.92711,0.00964,0.79648,0.59203,0.71555,0.3707,1.91349,1.24885,0.02362,0.000448928,0.000448928,0.000448928
77,1206.14,1.4581,0.90116,0.00982,0.69567,0.6826,0.72072,0.37812,1.90471,1.24501,0.02285,0.000445393,0.000445393,0.000445393
78,1221.13,1.42814,0.87514,0.00954,0.75984,0.61135,0.72387,0.37693,1.8873,1.31741,0.02275,0.000441859,0.000441859,0.000441859
79,1236.2,1.44749,0.89688,0.00953,0.64207,0.65679,0.6573,0.34322,1.93192,1.30095,0.02304,0.000438325,0.000438325,0.000438325
80,1251.18,1.4442,0.90559,0.00944,0.65607,0.69227,0.70643,0.35842,1.91905,1.15803,0.02289,0.00043479,0.00043479,0.00043479
81,1266.36,1.41368,0.8602,0.00933,0.74562,0.66871,0.74728,0.38791,1.83178,1.17696,0.02134,0.000431256,0.000431256,0.000431256
82,1281.65,1.40873,0.86697,0.00956,0.703,0.74508,0.7611,0.37652,1.88939,1.17026,0.0231,0.000427722,0.000427722,0.000427722
83,1296.95,1.42161,0.86933,0.00935,0.75537,0.65593,0.74786,0.39445,1.8506,1.10246,0.02251,0.000424187,0.000424187,0.000424187
84,1312.26,1.38585,0.86562,0.00956,0.70639,0.65231,0.73257,0.3712,1.94795,1.24688,0.02369,0.000420653,0.000420653,0.000420653
85,1327.43,1.42746,0.85779,0.00946,0.6518,0.7111,0.71312,0.37148,1.89329,1.28254,0.02242,0.000417119,0.000417119,0.000417119
86,1342.54,1.378,0.82684,0.00936,0.71416,0.69708,0.73582,0.37877,1.90808,1.23649,0.02274,0.000413584,0.000413584,0.000413584
